timestamp,elapsed_s,cpu_percent,ram_mb,temp_c,bitrate_kbps,fps
2026-03-22 20:49:53,0,57.3,1424,57.1,2349.4,N/A
2026-03-22 20:49:59,5,56.5,1443,57.1,2448.1,36.2
2026-03-22 20:50:05,10,58.1,1434,57.1,2488.3,33.2
2026-03-22 20:50:11,15,51.2,1440,57.1,2516.6,35.8
2026-03-22 20:50:16,20,42.1,1429,57.1,2538.2,33.2
2026-03-22 20:50:22,25,42.1,1435,57.1,2548.7,36.0
2026-03-22 20:50:28,30,45.5,1426,56.0,2560.3,32.8
2026-03-22 20:50:34,35,49.8,1431,56.0,2569.4,36.0
2026-03-22 20:50:39,40,52.4,1432,56.0,2578.9,33.0
2026-03-22 20:50:45,45,55.5,1434,58.2,2582.9,36.2
2026-03-22 20:50:51,50,57.1,1428,58.2,2587.2,32.8
2026-03-22 20:50:57,55,58.7,1430,59.3,2590.7,36.2
2026-03-22 20:51:03,60,57.6,1441,58.2,2592.4,33.2
2026-03-22 20:51:08,65,58.7,1442,59.3,2597.0,36.0
2026-03-22 20:51:14,70,61.2,1425,57.6,2598.2,33.0
2026-03-22 20:51:20,75,58.1,1438,57.1,2600.5,36.2
2026-03-22 20:51:26,80,52.0,1431,58.2,2602.3,33.2
2026-03-22 20:51:32,85,51.0,1438,60.4,2604.3,36.0
2026-03-22 20:51:37,90,41.3,1425,59.3,2606.9,33.0
2026-03-22 20:51:43,95,43.5,1433,58.7,2609.1,33.0
2026-03-22 20:51:49,100,47.6,1422,57.6,2610.1,36.2
2026-03-22 20:51:55,105,51.8,1430,58.2,2610.6,35.8
2026-03-22 20:52:01,110,54.5,1414,58.7,2613.3,33.2
2026-03-22 20:52:06,115,58.5,1417,59.8,2613.0,33.0
2026-03-22 20:52:12,120,58.0,1414,58.7,2614.3,36.0
2026-03-22 20:52:18,125,58.7,1420,58.7,2614.4,33.2
2026-03-22 20:52:24,130,57.8,1415,59.3,2615.8,36.0
2026-03-22 20:52:30,135,61.8,1415,57.6,2615.8,32.8
2026-03-22 20:52:35,140,56.8,1415,58.7,2616.8,36.4
2026-03-22 20:52:41,145,55.7,1418,58.2,2617.4,33.0
2026-03-22 20:52:47,150,51.2,1416,59.3,2618.4,36.0
2026-03-22 20:52:53,155,48.2,1431,58.2,2618.8,33.2
2026-03-22 20:52:59,160,40.7,1417,58.7,2620.1,36.0
2026-03-22 20:53:04,165,57.9,1436,59.8,2620.7,33.0
2026-03-22 20:53:10,170,59.3,1430,58.2,2621.6,36.0
2026-03-22 20:53:16,175,59.6,1431,58.7,2621.2,33.2
2026-03-22 20:53:22,180,57.7,1418,59.8,2622.0,36.0
2026-03-22 20:53:28,185,62.0,1422,58.7,2621.5,33.2
2026-03-22 20:53:33,190,60.2,1424,58.2,2622.2,36.0
2026-03-22 20:53:39,195,53.9,1429,59.8,2623.7,33.0
2026-03-22 20:53:45,200,50.2,1436,58.7,2623.2,36.4
2026-03-22 20:53:51,205,50.2,1427,59.3,2623.8,33.0
2026-03-22 20:53:57,210,41.1,1418,58.2,2623.9,36.0
2026-03-22 20:54:02,215,43.2,1428,58.2,2624.6,33.2
2026-03-22 20:54:08,220,46.6,1424,58.2,2624.9,36.0
2026-03-22 20:54:14,225,50.8,1425,59.3,2625.5,33.2
2026-03-22 20:54:20,230,55.9,1425,58.7,2625.9,36.0
2026-03-22 20:54:26,235,57.3,1430,58.2,2625.7,33.0
2026-03-22 20:54:31,240,58.5,1426,59.3,2626.2,36.0
2026-03-22 20:54:37,245,57.4,1429,58.7,2626.0,33.0
2026-03-22 20:54:43,250,77.9,1455,61.5,2626.1,36.0
2026-03-22 20:54:49,255,62.9,1437,58.2,2625.9,33.2
2026-03-22 20:54:55,260,61.3,1428,59.3,2626.4,36.0
2026-03-22 20:55:00,265,55.5,1444,59.8,2626.8,32.8
2026-03-22 20:55:06,270,53.7,1422,59.3,2627.0,36.2
2026-03-22 20:55:12,275,45.7,1426,59.3,2627.6,33.0
2026-03-22 20:55:18,280,41.8,1414,59.3,2627.6,36.0
2026-03-22 20:55:24,285,41.9,1427,59.3,2628.2,33.2
2026-03-22 20:55:29,290,46.4,1428,58.7,2627.8,36.0
2026-03-22 20:55:35,295,50.8,1432,58.7,2628.4,33.2
